dataset,pub,error,url
maec-mg,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MADAGASCAR.xml"
maec-mg,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MADAGASCAR.xml"
maec-mk,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MACEDONIA_ANTIGUA_REP_YUG.xml"
maec-mk,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MACEDONIA_ANTIGUA_REP_YUG.xml"
maec-mk,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MACEDONIA_ANTIGUA_REP_YUG.xml"
maec-ml,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MALI.xml"
maec-ml,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MALI.xml"
maec-ml,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MALI.xml"
maec-mm,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MYANMAR.xml"
maec-mm,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MYANMAR.xml"
maec-mm,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MYANMAR.xml"
maec-mn,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MONGOLIA.xml"
maec-mn,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MONGOLIA.xml"
maec-mn,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MONGOLIA.xml"
maec-mr,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MAURITANIA.xml"
maec-mr,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MAURITANIA.xml"
maec-mr,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MAURITANIA.xml"
maec-mu,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MAURICIO.xml"
maec-mu,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MAURICIO.xml"
maec-mu,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MAURICIO.xml"
maec-mw,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MALAWI.xml"
maec-mw,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MALAWI.xml"
maec-mw,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MALAWI.xml"
maec-mx,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MEXICO.xml"
maec-mx,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MEXICO.xml"
maec-mx,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MEXICO.xml"
maec-my,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MALASIA.xml"
maec-my,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MALASIA.xml"
maec-my,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MALASIA.xml"
maec-mz,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MOZAMBIQUE.xml"
maec-mz,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MOZAMBIQUE.xml"
maec-mz,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MOZAMBIQUE.xml"
maec-na,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NAMIBIA.xml"
maec-na,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NAMIBIA.xml"
maec-na,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NAMIBIA.xml"
maec-ne,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NIGER.xml"
maec-ne,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NIGER.xml"
maec-ne,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NIGER.xml"
maec-ng,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NIGERIA.xml"
maec-ng,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NIGERIA.xml"
maec-ng,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NIGERIA.xml"
maec-ni,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NICARAGUA.xml"
maec-ni,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NICARAGUA.xml"
maec-ni,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NICARAGUA.xml"
maec-np,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NEPAL.xml"
maec-np,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NEPAL.xml"
maec-np,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_NEPAL.xml"
maec-organisation,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/maec-organisation.xml"
maec-organisation,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/maec-organisation.xml"
maec-organisation,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/maec-organisation.xml"
maec-pa,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PANAMA.xml"
maec-pa,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PANAMA.xml"
maec-pa,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PANAMA.xml"
maec-pe,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PERU.xml"
maec-pe,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PERU.xml"
maec-pe,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PERU.xml"
maec-ph,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_FILIPINAS.xml"
maec-ph,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_FILIPINAS.xml"
maec-ph,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_FILIPINAS.xml"
maec-pk,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PAKISTAN.xml"
maec-pk,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PAKISTAN.xml"
maec-pk,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PAKISTAN.xml"
maec-ps,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PALESTINOS_TERRITORIOS.xml"
maec-ps,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PALESTINOS_TERRITORIOS.xml"
maec-ps,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PALESTINOS_TERRITORIOS.xml"
maec-py,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PARAGUAY.xml"
maec-py,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PARAGUAY.xml"
maec-py,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_PARAGUAY.xml"
maec-rs,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SERBIA.xml"
maec-rs,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SERBIA.xml"
maec-rs,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SERBIA.xml"
maec-rw,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_RUANDA.xml"
maec-rw,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_RUANDA.xml"
maec-rw,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_RUANDA.xml"
maec-sc,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SEYCHELLES.xml"
maec-sc,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SEYCHELLES.xml"
maec-sc,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SEYCHELLES.xml"
maec-sd,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SUDAN.xml"
maec-sd,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SUDAN.xml"
maec-sd,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SUDAN.xml"
maec-sl,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SIERRA_LEONA.xml"
maec-sl,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SIERRA_LEONA.xml"
maec-sl,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SIERRA_LEONA.xml"
maec-sn,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SENEGAL.xml"
maec-sn,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SENEGAL.xml"
maec-sn,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SENEGAL.xml"
maec-so,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SOMALIA.xml"
maec-so,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SOMALIA.xml"
maec-so,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SOMALIA.xml"
maec-ss,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SUDAN_DEL_SUR.xml"
maec-ss,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SUDAN_DEL_SUR.xml"
maec-ss,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SUDAN_DEL_SUR.xml"
maec-st,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SANTO_TOME_Y_PRINCIPE.xml"
maec-st,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SANTO_TOME_Y_PRINCIPE.xml"
maec-st,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SANTO_TOME_Y_PRINCIPE.xml"
maec-sv,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_EL_SALVADOR.xml"
maec-sv,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_EL_SALVADOR.xml"
maec-sv,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_EL_SALVADOR.xml"
maec-sy,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SIRIA.xml"
maec-sy,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SIRIA.xml"
maec-sy,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SIRIA.xml"
maec-td,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_CHAD.xml"
maec-td,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_CHAD.xml"
maec-td,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_CHAD.xml"
maec-tg,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_TOGO.xml"
maec-tg,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_TOGO.xml"
maec-tg,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_TOGO.xml"
maec-th,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_TAILANDIA.xml"
maec-th,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_TAILANDIA.xml"
maec-th,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_TAILANDIA.xml"
maec-tj,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_TAYIKISTAN.xml"
maec-tj,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_TAYIKISTAN.xml"
maec-tj,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_TAYIKISTAN.xml"
maec-tl,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_TIMOR-LESTE.xml"
maec-tl,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_TIMOR-LESTE.xml"
maec-tl,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_TIMOR-LESTE.xml"
